       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.132133,  0.986600,  0.645428,  0.418926,  0.247862,  1.813285,  7.065917,  1.073498,  0.041274 
  0.134750,  1.070854,  0.695401,  0.374951,  0.255114,  2.327286,  6.945326,  1.098097,  0.018603 
  0.133630,  1.378756,  0.638081,  0.416731,  0.079816,  2.575422,  7.215424,  1.099327,  0.041317 
  0.137809,  1.233026,  0.641338,  0.375559,  0.056333,  2.536824,  7.063690,  1.095606,  0.017731 
  0.139701,  0.859802,  0.613174,  0.411142,  0.203881,  2.514661,  7.246961,  1.093333,  0.018083 
  0.138505,  0.715633,  0.660954,  0.364591,  0.198575,  1.903045,  7.447052,  1.099684,  0.017323 
  0.134198,  0.867092,  0.648184,  0.381708,  0.300066,  1.648724,  7.194407,  1.094998,  0.019280 
  0.135771,  1.392621,  0.692776,  0.396055,  0.107420,  2.095851,  6.930908,  1.089690,  0.017583 
  0.135350,  1.359836,  0.651721,  0.379768,  0.240698,  2.352306,  7.373794,  1.099830,  0.021183 
  0.136466,  0.618172,  0.668338,  0.412149,  0.179436,  2.349488,  7.216296,  1.087236,  0.017287 
  0.130903,  1.023817,  0.696219,  0.368183,  0.284984,  2.732764,  7.086815,  1.098220,  0.016533 
  0.131950,  0.767309,  0.671185,  0.367638,  0.055830,  2.259842,  6.935276,  1.086112,  0.018905 
  0.132990,  1.085508,  0.679545,  0.374067,  0.320887,  1.710475,  7.398489,  1.093924,  0.016355 
  0.139452,  1.151844,  0.627011,  0.386213,  0.077154,  1.912734,  6.935549,  1.096233,  0.021260 
  0.137733,  1.126288,  0.659740,  0.369893,  0.327326,  1.636844,  7.125380,  1.091847,  0.020208 
  0.134339,  0.920023,  0.655928,  0.365227,  0.066862,  2.563009,  7.235797,  0.980964,  0.000269 
  0.133394,  1.194617,  0.644443,  0.405171,  0.084686,  2.613064,  7.028885,  0.980158,  0.002457 
  0.135639,  1.185033,  0.620661,  0.362024,  0.097742,  1.898756,  7.124821,  0.918060,  0.017327 
  0.133389,  0.619446,  0.641786,  0.418231,  0.319323,  2.455432,  7.315846,  1.082056,  0.018094 
  0.132699,  1.091257,  0.610418,  0.416816,  0.261348,  2.706531,  7.102329,  0.982628,  0.003105 
  0.132240,  0.799664,  0.676869,  0.365165,  0.250647,  2.723967,  7.212453,  0.915299,  0.016643 
  0.135760,  0.721315,  0.659267,  0.390277,  0.098221,  2.426611,  7.338378,  0.982200,  0.001161 
  0.136487,  1.235639,  0.637424,  0.383022,  0.239500,  1.766307,  7.449677,  0.922586,  0.015167 
  0.131784,  1.189684,  0.667343,  0.400469,  0.186176,  1.545056,  7.465730,  0.920825,  0.018350 
  0.132551,  1.069419,  0.616144,  0.407649,  0.107845,  2.196105,  7.048655,  1.087943,  0.019984 
  0.137951,  0.844223,  0.640835,  0.367711,  0.192703,  2.716210,  6.904468,  1.052837,  0.040589 
  0.129697,  1.122541,  0.645581,  0.372230,  0.188995,  2.607112,  7.251655,  1.089339,  0.015838 
  0.135507,  1.398460,  0.646847,  0.361748,  0.148812,  2.515318,  7.053939,  0.975566,  0.002180 
  0.135669,  1.312412,  0.695720,  0.392177,  0.260443,  1.866965,  7.426109,  0.978452,  0.003916 
  0.137483,  1.257153,  0.650751,  0.411766,  0.284559,  1.875840,  7.409818,  1.084031,  0.019585 
  0.134826,  0.786129,  0.662958,  0.386349,  0.280425,  2.172078,  7.049783,  1.091768,  0.007408 
  0.138264,  0.715122,  0.641964,  0.392539,  0.062059,  2.322603,  7.200718,  0.986703,  0.003678 
  0.129535,  0.818792,  0.668683,  0.360684,  0.142840,  2.404546,  7.300078,  0.852562,  0.041194 
  0.133046,  1.358087,  0.693408,  0.378230,  0.250031,  2.409360,  7.131826,  1.078744,  0.017789 
  0.131490,  1.384654,  0.681628,  0.390530,  0.288556,  2.286408,  7.179131,  1.089611,  0.007204 
  0.138567,  1.396152,  0.685353,  0.389816,  0.058907,  2.481850,  7.034542,  0.925574,  0.015246 
  0.130654,  0.713347,  0.682309,  0.395164,  0.328205,  1.591229,  7.244712,  1.087093,  0.007559 
  0.135518,  0.884252,  0.688042,  0.383248,  0.160038,  2.683901,  7.461525,  1.094198,  0.007764 
  0.132101,  1.270405,  0.661481,  0.361047,  0.155863,  2.595339,  7.177935,  1.093644,  0.022601 
  0.137903,  0.653140,  0.624068,  0.391671,  0.260033,  2.595308,  7.390802,  0.926100,  0.019612 
  0.131620,  0.618863,  0.686032,  0.398211,  0.158635,  1.948461,  7.091000,  0.986252,  0.000805 
  0.133841,  0.924151,  0.694321,  0.399995,  0.203364,  2.250153,  7.120949,  1.083950,  0.015679 
  0.136217,  1.294993,  0.677832,  0.370030,  0.230703,  2.591326,  7.484594,  1.085021,  0.007861 
  0.135177,  1.092314,  0.659902,  0.394839,  0.096864,  1.760779,  7.051877,  0.912012,  0.015270 
  0.139937,  1.042675,  0.690059,  0.379834,  0.075625,  2.475420,  7.457831,  0.945148,  0.035981 
  0.135569,  1.220398,  0.613866,  0.369453,  0.147929,  1.617519,  7.407178,  1.098311,  0.006798 
  0.135396,  1.050044,  0.663018,  0.406931,  0.232731,  2.735723,  7.467360,  0.926267,  0.002652 
  0.136075,  1.163280,  0.617017,  0.367623,  0.275625,  2.643044,  7.058712,  0.922954,  0.002533 
  0.137997,  1.176529,  0.665089,  0.407875,  0.306473,  2.725963,  7.243570,  0.972393,  0.002755 
  0.134974,  1.070110,  0.656536,  0.417618,  0.185555,  1.509330,  7.376862,  0.989018,  0.004567 
  0.135932,  1.081241,  0.677162,  0.386083,  0.097422,  2.125157,  7.028989,  0.954781,  0.034884 
  0.138681,  0.758539,  0.668202,  0.381720,  0.305466,  2.733575,  7.136709,  0.913792,  0.019022 
  0.138699,  1.286074,  0.622136,  0.406046,  0.208277,  1.929113,  7.362726,  0.941324,  0.035911 
  0.131769,  0.910634,  0.627116,  0.374640,  0.115406,  2.220103,  7.258211,  0.951717,  0.035654 
  0.134790,  0.686387,  0.656272,  0.402488,  0.262231,  1.635564,  7.418065,  0.972952,  0.000359 
  0.132887,  1.123687,  0.668939,  0.384801,  0.061089,  2.442444,  7.435728,  0.981643,  0.004890 
  0.136757,  0.640414,  0.677750,  0.419628,  0.163099,  2.392524,  7.445737,  0.928747,  0.002390 
  0.136035,  0.921066,  0.681910,  0.406683,  0.325762,  2.212225,  7.185086,  0.917851,  0.014201 
  0.132734,  0.840397,  0.674146,  0.409457,  0.270733,  2.300686,  7.136400,  1.099223,  0.008131 
  0.139614,  0.785301,  0.682806,  0.383806,  0.333270,  2.438902,  7.355767,  0.909419,  0.016001 
  0.139122,  0.931264,  0.611066,  0.362179,  0.191457,  2.319741,  6.960477,  0.991116,  0.004394 
