       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.131362,  0.608180,  0.654375,  0.378750,  0.282212,  1.826840,  7.288322,  1.119474,  0.027045 
  0.132088,  1.338516,  0.649007,  0.366394,  0.276269,  1.953061,  7.428033,  1.041970,  0.011839 
  0.137481,  0.680445,  0.643420,  0.417348,  0.291270,  2.407658,  7.390175,  1.140819,  0.023662 
  0.137357,  1.178296,  0.689269,  0.366052,  0.221945,  1.593830,  6.979346,  0.967349,  0.007733 
  0.132038,  0.649881,  0.615063,  0.407463,  0.306901,  2.436763,  7.208151,  1.106411,  0.021004 
  0.139978,  1.222476,  0.661084,  0.374769,  0.162898,  1.779442,  7.424190,  0.994589,  0.007785 
  0.130290,  0.707799,  0.678940,  0.419490,  0.276635,  1.756683,  7.083217,  1.108483,  0.016219 
  0.132729,  1.317584,  0.635315,  0.398374,  0.312906,  1.703770,  6.913708,  0.904166,  0.068489 
  0.133031,  1.364609,  0.672865,  0.403054,  0.116003,  1.691428,  7.099883,  1.128980,  0.000385 
  0.139845,  0.606107,  0.637418,  0.405171,  0.095873,  2.357853,  7.092743,  1.199369,  0.048495 
  0.134830,  0.709099,  0.616100,  0.414649,  0.334745,  2.222178,  7.471266,  1.127172,  0.045991 
  0.139577,  1.346116,  0.675203,  0.417191,  0.345065,  2.525695,  7.257856,  0.948312,  0.012325 
  0.137001,  0.621714,  0.665671,  0.412711,  0.268840,  1.655584,  7.011408,  1.084717,  0.051479 
  0.133597,  1.377209,  0.669004,  0.361650,  0.211259,  1.577462,  7.224882,  1.059963,  0.049565 
  0.138903,  0.671829,  0.683031,  0.362782,  0.327886,  2.017441,  7.412588,  1.061857,  0.040324 
  0.137908,  0.608830,  0.679040,  0.368040,  0.215487,  2.632572,  7.266146,  1.052376,  0.044495 
  0.139680,  0.799817,  0.657083,  0.419083,  0.311542,  2.669466,  7.115882,  1.031648,  0.000028 
  0.130735,  1.362536,  0.653782,  0.390106,  0.347644,  2.173423,  6.917113,  1.060540,  0.006719 
  0.133981,  1.391678,  0.645246,  0.388510,  0.181379,  2.632966,  7.494591,  0.962542,  0.020125 
  0.133276,  0.603506,  0.620409,  0.418805,  0.164180,  1.895947,  7.047248,  1.065322,  0.032637 
  0.135641,  1.231093,  0.625403,  0.405089,  0.256688,  2.048165,  7.317266,  0.951870,  0.004665 
  0.136115,  0.699995,  0.644877,  0.367355,  0.317872,  1.503278,  7.303408,  0.983536,  0.010686 
  0.137051,  1.378388,  0.685756,  0.405978,  0.351944,  2.331418,  7.191844,  0.985694,  0.069844 
  0.131194,  1.283158,  0.643817,  0.382459,  0.308178,  2.107993,  7.458737,  1.035522,  0.006011 
  0.135524,  1.182483,  0.637015,  0.391595,  0.338470,  2.443765,  7.444341,  1.010479,  0.001858 
  0.134038,  1.300351,  0.650073,  0.374373,  0.128134,  1.552865,  7.321468,  0.942097,  0.068910 
  0.129212,  1.162323,  0.679950,  0.363845,  0.341910,  2.157886,  7.312381,  1.076669,  0.059356 
  0.129985,  0.957761,  0.672776,  0.365948,  0.190091,  2.573356,  7.049051,  1.013950,  0.009362 
  0.133678,  0.755312,  0.647590,  0.380935,  0.205921,  2.680933,  7.482796,  1.101362,  0.034243 
  0.138077,  0.635330,  0.696153,  0.409883,  0.264356,  2.718659,  6.943614,  1.117166,  0.064131 
