       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.134591,  1.246144,  0.665030,  0.413425,  0.147951,  1.889974,  7.257742,  1.499961,  0.018507 
  0.135259,  1.383684,  0.642785,  0.368069,  0.097229,  2.453811,  7.128045,  0.439092,  0.127843 
  0.131501,  1.380514,  0.681435,  0.419133,  0.075430,  2.227541,  7.329796,  1.294737,  0.101321 
  0.133824,  1.305932,  0.627496,  0.395463,  0.322823,  1.710877,  7.293755,  0.143681,  0.077703 
  0.131931,  0.659526,  0.684459,  0.397442,  0.194093,  2.146180,  7.290350,  0.056510,  0.101019 
  0.132451,  0.748130,  0.660892,  0.394229,  0.199263,  2.518935,  7.075589,  1.216757,  0.108778 
  0.138121,  0.644203,  0.680056,  0.379545,  0.128261,  1.644309,  6.949118,  1.331172,  0.026753 
  0.139663,  1.390715,  0.636493,  0.373531,  0.337111,  2.209247,  6.901001,  0.305512,  0.198331 
  0.138784,  0.687408,  0.672585,  0.368965,  0.203822,  1.571445,  7.415341,  1.493441,  0.167182 
  0.133599,  0.663875,  0.659274,  0.411697,  0.255317,  2.746343,  6.970440,  0.135590,  0.130703 
  0.130425,  1.365516,  0.659431,  0.403990,  0.143575,  1.613461,  7.466454,  1.222661,  0.051958 
  0.138338,  1.244152,  0.648911,  0.376562,  0.246728,  1.621689,  7.362094,  1.416899,  0.010348 
  0.129894,  1.261264,  0.675127,  0.361183,  0.180069,  1.877457,  7.225135,  0.733232,  0.065188 
  0.137265,  0.666639,  0.694208,  0.361136,  0.240105,  2.232830,  7.367884,  0.327819,  0.115655 
  0.129313,  0.655827,  0.668029,  0.366234,  0.329275,  2.479502,  7.338086,  0.053799,  0.154205 
  0.133643,  0.609777,  0.621444,  0.379225,  0.309112,  1.816185,  7.333337,  1.255028,  0.116855 
  0.129961,  0.630140,  0.624825,  0.399006,  0.258329,  1.691408,  7.014591,  1.469126,  0.111381 
  0.131716,  1.360110,  0.689289,  0.372589,  0.130833,  2.535829,  6.947358,  0.712277,  0.078247 
  0.136025,  0.845148,  0.673345,  0.364251,  0.177110,  2.385092,  7.266032,  0.198135,  0.163310 
  0.137156,  0.607298,  0.651359,  0.368290,  0.124707,  2.608830,  7.008665,  0.905162,  0.046138 
