       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.134476,  1.066917,  0.683943,  0.393194,  0.350154,  2.386652,  7.064756, -0.557276,  0.375186 
  0.130243,  0.668563,  0.681063,  0.401241,  0.319704,  2.312688,  7.219366,  1.914368,  0.177643 
  0.132392,  1.389551,  0.652522,  0.415585,  0.248283,  1.600353,  6.926633,  0.601348,  0.279533 
  0.129173,  1.263351,  0.686938,  0.385148,  0.192086,  2.173643,  7.348086, -0.728292,  0.446691 
  0.137080,  0.627960,  0.623578,  0.411512,  0.332466,  1.973939,  7.445664,  1.623509,  0.480717 
  0.132869,  0.884750,  0.675130,  0.369879,  0.059094,  2.536069,  7.076602,  1.748163,  0.474101 
  0.130763,  0.713557,  0.661450,  0.392620,  0.109328,  2.595241,  7.489751,  0.555423,  0.337593 
  0.135060,  0.970347,  0.691690,  0.367780,  0.254633,  2.321572,  7.010166, -0.333774,  0.318146 
  0.133943,  1.192711,  0.613786,  0.395418,  0.097014,  1.756597,  7.406706, -0.109397,  0.284120 
  0.131859,  0.656086,  0.696874,  0.406264,  0.288441,  2.681154,  6.993557, -0.516599,  0.078071 
  0.139765,  0.912876,  0.620554,  0.390346,  0.214557,  2.133816,  6.931273,  1.918304,  0.366350 
  0.131687,  1.344152,  0.673114,  0.361832,  0.345086,  2.042783,  7.359932,  0.779800,  0.408532 
  0.135597,  0.741682,  0.632794,  0.399206,  0.065893,  2.264677,  7.129482,  0.605285,  0.407172 
  0.129667,  0.789968,  0.625939,  0.372967,  0.253066,  2.390416,  6.948859,  1.373327,  0.225108 
  0.138723,  0.678034,  0.650275,  0.367195,  0.139329,  1.714494,  7.104569, -0.820579,  0.089002 
  0.130645,  0.931531,  0.696355,  0.396932,  0.225527,  1.647926,  7.276887,  1.614324,  0.147603 
  0.134555,  1.395729,  0.611395,  0.381014,  0.293814,  1.862423,  7.496956,  1.738978,  0.118302 
  0.134211,  0.763630,  0.666835,  0.419673,  0.197765,  1.588755,  7.006502,  0.276374,  0.230256 
  0.138508,  1.016031,  0.642787,  0.369119,  0.330757,  2.655550,  7.411347,  0.567232,  0.461287 
  0.130172,  1.183932,  0.656467,  0.404629,  0.064773,  2.108213,  7.066710, -0.321964,  0.479361 
  0.136532,  0.818500,  0.687427,  0.390735,  0.300307,  1.997266,  7.151831, -0.097588,  0.472745 
  0.132127,  1.081874,  0.621907,  0.363796,  0.115597,  2.219160,  7.230724,  0.991055,  0.334777 
  0.139518,  1.279405,  0.677347,  0.402455,  0.260902,  1.923302,  6.973284,  1.115709,  0.280873 
  0.131182,  0.604508,  0.631123,  0.377615,  0.095894,  2.544604,  6.911001, -0.681055,  0.316790 
  0.133202,  1.325496,  0.690163,  0.374641,  0.146494,  2.593534,  7.135222,  1.878502,  0.010552 
  0.129163,  0.976159,  0.668131,  0.388461,  0.284411,  1.705960,  7.289832,  0.731688,  0.090898 
  0.138976,  1.130891,  0.699091,  0.382688,  0.071938,  1.563152,  7.435161,  1.379887,  0.395898 
  0.130897,  1.298793,  0.617207,  0.418198,  0.323144,  2.746584,  7.090524,  1.288475,  0.389281 
  0.134936,  0.633772,  0.674087,  0.371093,  0.128582,  2.154868,  7.256614, -0.888811,  0.425198 
  0.134077,  0.920192,  0.633047,  0.406603,  0.265604,  1.992146,  7.476684, -0.814019,  0.191739 
  0.137987,  1.354760,  0.657527,  0.393833,  0.107984,  2.214039,  7.034469,  1.587644,  0.227656 
  0.129909,  0.721563,  0.682583,  0.365320,  0.186794,  1.940371,  7.418552,  1.812020,  0.202136 
  0.139964,  0.807160,  0.636503,  0.416224,  0.297173,  2.632792,  7.234632, -0.262043,  0.147315 
  0.138954,  1.171495,  0.622391,  0.370668,  0.168307,  2.008646,  7.355047,  0.677015,  0.345080 
  0.130393,  0.835692,  0.675671,  0.408277,  0.151068,  2.230539,  7.430765,  0.170090,  0.329843 
  0.130307,  0.867151,  0.614759,  0.378715,  0.342495,  2.627672,  7.019692, -0.983101,  0.067591 
  0.139459,  0.962624,  0.647563,  0.406003,  0.119947,  1.628013,  7.175401,  1.800832,  0.390843 
  0.131381,  1.219414,  0.697243,  0.390085,  0.270178,  1.805528,  7.241837,  0.404711,  0.444793 
  0.135227,  0.853982,  0.619483,  0.361272,  0.105170,  1.509670,  7.003083,  0.496123,  0.269619 
  0.129297,  0.643283,  0.658939,  0.414275,  0.242639,  1.987594,  7.137543,  0.953187,  0.259719 
  0.137203,  0.898975,  0.684859,  0.372642,  0.294358,  2.209488,  7.203979,  1.177564,  0.090276 
