       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.139762,  1.031664,  0.696239,  0.400963,  0.292141,  1.994814,  7.353889,  1.231379,  0.187566 
  0.135610,  0.905423,  0.631359,  0.368347,  0.128835,  2.742512,  7.274601,  1.097206,  0.002837 
  0.136313,  0.984842,  0.674927,  0.369776,  0.313411,  1.646043,  6.947213,  1.132530,  0.001341 
  0.130707,  0.823647,  0.668211,  0.410092,  0.127621,  1.754889,  7.438249,  1.292278,  0.192218 
  0.133940,  0.812484,  0.672808,  0.395184,  0.229024,  1.526780,  7.270665,  1.202419,  0.005555 
  0.137433,  1.019403,  0.674651,  0.409927,  0.337326,  1.791915,  6.911984,  0.681590,  0.107546 
  0.138600,  1.226147,  0.610294,  0.366517,  0.223935,  2.726887,  7.181693,  1.249530,  0.011714 
  0.139307,  1.118115,  0.685232,  0.383378,  0.227253,  2.495103,  7.460476,  0.639164,  0.120116 
  0.132729,  1.090761,  0.666943,  0.390826,  0.179801,  1.924175,  7.469204,  1.282218,  0.008205 
  0.131518,  1.360639,  0.681258,  0.365692,  0.142886,  2.360829,  7.369033,  0.023331,  0.007646 
  0.131822,  0.977404,  0.641202,  0.394805,  0.174231,  2.730870,  7.366712,  0.695149,  0.110372 
  0.134089,  1.291340,  0.628005,  0.374008,  0.182345,  1.535183,  6.914634,  0.625271,  0.124679 
  0.132777,  0.950633,  0.632286,  0.360705,  0.161266,  1.623284,  6.906301,  1.195295,  0.168696 
  0.134393,  0.955660,  0.624925,  0.372732,  0.245022,  1.941069,  7.449362,  1.255757,  0.158389 
  0.139514,  0.808487,  0.680232,  0.366722,  0.169583,  2.169571,  7.331634,  0.689348,  0.117443 
  0.133084,  0.666110,  0.636422,  0.414483,  0.193567,  1.509887,  7.402129,  1.317543,  0.182783 
  0.139548,  0.980574,  0.657843,  0.406693,  0.194565,  2.264106,  7.162124,  1.054780,  0.019439 
  0.136027,  1.096289,  0.689097,  0.419845,  0.169835,  2.409409,  7.141025,  1.038493,  0.011138 
  0.133013,  0.759958,  0.699845,  0.389438,  0.248454,  1.739658,  6.933873,  0.650421,  0.127175 
  0.137675,  1.072444,  0.697950,  0.374092,  0.268286,  2.651391,  7.159588,  0.858730,  0.147497 
