       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.139545,  0.833490,  0.662344,  0.414104,  0.093236,  2.365781,  7.040073,  1.081201,  0.040548 
  0.129927,  1.242127,  0.657891,  0.363069,  0.349131,  2.287703,  7.220330,  1.053917,  0.041056 
  0.133556,  0.812125,  0.641795,  0.409066,  0.351579,  1.738724,  7.118537,  0.998827,  0.041180 
  0.133431,  1.334064,  0.664170,  0.367867,  0.301809,  2.525133,  7.435399,  1.034039,  0.025439 
  0.133016,  1.143199,  0.687884,  0.371311,  0.200806,  1.593137,  7.155668,  1.029351,  0.028066 
  0.137422,  1.048593,  0.685231,  0.382159,  0.347590,  1.750497,  7.407880,  1.025305,  0.007274 
  0.133772,  0.799891,  0.613248,  0.391736,  0.324931,  1.870919,  7.370172,  1.098986,  0.031412 
  0.129713,  1.257626,  0.623057,  0.393046,  0.295519,  2.452044,  6.982791,  1.024780,  0.032697 
  0.137189,  0.870558,  0.695268,  0.395744,  0.165736,  2.219866,  7.457805,  1.037183,  0.024658 
  0.135536,  0.825497,  0.648739,  0.393942,  0.205942,  1.735070,  7.041424,  1.019575,  0.000676 
  0.129512,  0.648491,  0.653994,  0.398162,  0.337794,  1.623467,  6.913611,  1.023265,  0.010750 
  0.135734,  0.650036,  0.633494,  0.400668,  0.314937,  1.976177,  7.134226,  1.035339,  0.027317 
  0.130614,  0.773553,  0.676464,  0.409579,  0.225299,  1.942039,  7.456270,  1.026069,  0.008449 
  0.129386,  0.935846,  0.633051,  0.383432,  0.274290,  1.718264,  7.065901,  0.838567,  0.027057 
  0.132298,  0.779637,  0.663628,  0.382247,  0.331708,  2.055174,  7.458603,  0.834273,  0.030263 
  0.130251,  1.239986,  0.669402,  0.378845,  0.237939,  2.492834,  7.085441,  0.859188,  0.028745 
  0.134443,  0.881830,  0.619325,  0.373269,  0.274005,  1.526831,  7.440773,  0.942445,  0.002415 
  0.137411,  1.388690,  0.647644,  0.365029,  0.098637,  2.651442,  7.395220,  0.822971,  0.035227 
  0.133945,  0.836227,  0.654737,  0.370306,  0.157602,  1.897310,  7.161338,  0.870320,  0.013475 
  0.131747,  1.190929,  0.640819,  0.406712,  0.277364,  2.282407,  7.410119,  1.029936,  0.023483 
  0.131722,  0.912597,  0.675133,  0.401650,  0.181681,  1.566921,  7.014608,  0.974934,  0.028361 
  0.131697,  1.317928,  0.679157,  0.374310,  0.223582,  2.058369,  6.947934,  1.052699,  0.013893 
  0.139230,  0.770383,  0.612632,  0.398119,  0.269996,  2.082222,  7.024314,  0.957911,  0.000521 
  0.133635,  0.706111,  0.680390,  0.368903,  0.215509,  2.194219,  7.399983,  0.958743,  0.017334 
  0.131234,  0.995918,  0.673279,  0.389056,  0.242361,  2.445763,  7.270855,  0.890623,  0.022691 
  0.139520,  0.662473,  0.695702,  0.369406,  0.175676,  1.533746,  7.362111,  1.024235,  0.005164 
  0.137646,  1.016267,  0.615625,  0.385730,  0.321748,  2.422677,  7.398819,  1.042239,  0.001061 
  0.136486,  1.189872,  0.684983,  0.365715,  0.217951,  1.583990,  7.459876,  1.061979,  0.019712 
  0.130697,  1.200399,  0.661672,  0.404100,  0.341382,  1.790324,  7.363304,  0.865194,  0.012850 
  0.134954,  1.158115,  0.617571,  0.376189,  0.236738,  2.489683,  7.419638,  1.021597,  0.009549 
  0.130528,  1.396426,  0.688479,  0.419587,  0.233995,  2.217786,  7.426687,  0.978007,  0.032935 
  0.136377,  0.965963,  0.657197,  0.366222,  0.069592,  2.071893,  7.465198,  1.028597,  0.006605 
  0.136251,  1.149458,  0.628348,  0.396591,  0.191328,  2.166121,  7.336111,  0.925630,  0.027149 
  0.135742,  1.294517,  0.688719,  0.383799,  0.229179,  1.755684,  7.316873,  0.882922,  0.009318 
  0.135627,  1.395965,  0.660985,  0.373196,  0.336525,  1.956701,  7.481864,  0.902849,  0.027642 
  0.134363,  0.980947,  0.628631,  0.361338,  0.109567,  1.734676,  7.426843,  0.879530,  0.020004 
  0.131041,  0.691357,  0.610377,  0.377963,  0.297596,  2.529116,  7.245006,  0.804878,  0.040529 
  0.133977,  1.354359,  0.635862,  0.365834,  0.257463,  2.342957,  7.049321,  0.861419,  0.010645 
  0.129249,  0.826174,  0.675074,  0.371372,  0.340189,  2.540670,  7.381290,  0.943079,  0.012000 
  0.138139,  0.772077,  0.695447,  0.413766,  0.293158,  2.726938,  7.405838,  0.955422,  0.002440 
  0.135153,  0.943270,  0.637127,  0.402046,  0.139569,  1.883743,  7.495111,  1.088219,  0.001593 
  0.133440,  0.689339,  0.699855,  0.388225,  0.145517,  2.745210,  6.967375,  1.026784,  0.014192 
  0.129607,  0.600030,  0.672931,  0.379698,  0.310276,  1.592262,  6.974988,  1.053481,  0.006397 
  0.135660,  1.116171,  0.643728,  0.368128,  0.225950,  2.313481,  7.266012,  0.834818,  0.040051 
  0.136319,  1.082571,  0.689487,  0.401919,  0.321049,  2.348078,  6.930004,  0.960856,  0.017050 
  0.129973,  0.761726,  0.651252,  0.381701,  0.208649,  2.734816,  7.371637,  0.930697,  0.027648 
  0.134382,  0.725593,  0.633362,  0.375287,  0.077576,  2.449527,  7.387607,  1.067588,  0.007404 
  0.139477,  0.637463,  0.639143,  0.411367,  0.229573,  2.087430,  6.929428,  1.055652,  0.011560 
  0.135397,  0.808589,  0.676844,  0.398752,  0.155857,  2.376132,  7.335582,  0.917334,  0.033576 
  0.133738,  1.038635,  0.637054,  0.376235,  0.177793,  2.712233,  7.276868,  1.031125,  0.036759 
  0.133156,  0.889186,  0.696359,  0.403149,  0.310866,  1.928778,  7.395028,  0.855718,  0.018761 
  0.133620,  0.983847,  0.689954,  0.411847,  0.269228,  1.837898,  7.496664,  0.943267,  0.030634 
  0.132787,  0.833138,  0.688571,  0.381510,  0.314454,  2.514957,  7.072524,  0.897860,  0.008731 
  0.133969,  0.898399,  0.691818,  0.399229,  0.206655,  2.698490,  7.234374,  0.841510,  0.035417 
  0.135921,  0.656783,  0.660140,  0.390099,  0.227055,  2.534871,  7.382111,  0.874803,  0.041061 
  0.133141,  1.138850,  0.621638,  0.379123,  0.085651,  2.725625,  7.069390,  0.868139,  0.040063 
  0.137916,  1.211007,  0.615794,  0.370214,  0.101757,  1.542040,  7.007676,  0.897117,  0.034376 
  0.132849,  1.334755,  0.613044,  0.382974,  0.148497,  1.924008,  7.100712,  1.023056,  0.001258 
