       cb1,       sig,       cb2,       kar,       cw2,       cw3,       cv1,         X,         Y 
  0.133277,  1.257980,  0.646462,  0.367887,  0.257985,  2.140147,  7.156298,  1.396363,  0.198841 
  0.137257,  1.088819,  0.696384,  0.367194,  0.351776,  2.402524,  6.957450,  1.444660,  0.193332 
  0.134358,  0.999727,  0.650869,  0.384341,  0.229856,  2.748363,  7.085466,  0.085312,  0.040575 
  0.131971,  0.673557,  0.635537,  0.417689,  0.272945,  2.016333,  6.919254,  0.107400,  0.184867 
  0.129579,  1.200022,  0.643951,  0.382024,  0.238568,  1.860964,  7.263495,  1.371398,  0.176943 
  0.135941,  0.695952,  0.645869,  0.387247,  0.346178,  1.651019,  6.909943,  1.057358,  0.191195 
  0.130405,  1.345406,  0.681829,  0.361600,  0.176346,  1.871030,  7.324220,  1.149024,  0.122273 
  0.132276,  0.899702,  0.623734,  0.398242,  0.226030,  2.066927,  7.301476,  0.019924,  0.195667 
  0.133680,  1.399788,  0.667740,  0.392402,  0.222956,  1.611935,  7.006422,  0.941924,  0.139367 
  0.138150,  0.690994,  0.618123,  0.409630,  0.115448,  1.919391,  7.092671,  1.135684,  0.197822 
  0.138458,  1.329555,  0.627708,  0.400199,  0.179521,  2.452286,  7.214035,  1.417577,  0.162513 
  0.135273,  0.616994,  0.643831,  0.365361,  0.228696,  1.738857,  7.358602,  0.883465,  0.191774 
  0.139946,  0.639308,  0.690948,  0.419745,  0.072868,  1.959612,  6.961574,  0.831854,  0.120296 
  0.134217,  0.752895,  0.636567,  0.380714,  0.073214,  2.240940,  7.018146,  0.481983,  0.197835 
  0.132668,  1.349687,  0.690591,  0.387159,  0.290104,  2.528001,  7.174682,  0.990186,  0.106489 
  0.129817,  1.366514,  0.649447,  0.370558,  0.226681,  2.576931,  6.908385,  0.733005,  0.171701 
  0.137984,  1.347316,  0.697162,  0.406003,  0.153815,  2.565815,  7.028706,  0.820954,  0.112183 
  0.134392,  1.375659,  0.624535,  0.360887,  0.057867,  2.072835,  6.992227,  0.326678,  0.149235 
  0.135602,  0.737531,  0.647280,  0.360997,  0.121574,  2.623849,  7.118899,  0.407847,  0.153245 
  0.131662,  1.300047,  0.627051,  0.417977,  0.233215,  1.695222,  7.054080,  0.709456,  0.150685 
